name,age,city_tier,employment_type,monthly_income,other_income,bank_avg_balance_6m,job_tenure_months,cibil_score,past_defaults,inquiries_6m,existing_emi,dti,loan_amount_requested,tenure_requested_months,insurer_present,co_applicant,loan_status,approved_amount,interest_rate,loan_type,vehicle_type,vehicle_price,down_payment,co_applicant_income,property_value,ltv,property_age,builder_grade,legal_issue_flag,tenure_years,academic_score,entrance_score,course_level,course_stream,institute_tier,country,parent_income,parent_existing_emi,parent_dti,parent_cibil,tuition_fee,living_expenses,moratorium_years,business_vintage_years,business_type,annual_revenue,net_profit_margin,cashflow_stability,owner_income,owner_cibil,existing_loan_emi,industry_risk,collateral_value,collateral_flag,requested_amount,loan_tenure_years
Aaditya Gupta,,Rural,,,,,,,0,,,0.113,,,,,1,1601447,12.24,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Service,9266979,0.063,0.706,101961,753,11482,0.111,687278,1,1979292,2
Mohit Singh,,Metro,,,,,,,0,,,0.349,,,,,1,3918795,12.61,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,IT,47052700,0.335,0.21,74777,723,26105,0.108,12418813,1,5081905,4
Rahul Kapoor,,Metro,,,,,,,0,,,0.045,,,,,1,2376583,11.97,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,IT,47719465,0.22,0.731,71161,722,3205,0.421,10720324,1,2557542,3
Kiran Khan,,Metro,,,,,,,0,,,0.281,,,,,1,8737437,14.89,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,IT,45785787,0.095,0.342,36004,678,10134,0.934,13540316,1,11038420,3
Aaditya Yadav,,Metro,,,,,,,0,,,0.216,,,,,1,3345325,12.29,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Manufacturing,18822856,0.242,0.969,88656,680,19174,0.306,12377989,1,3876299,7
Yash Kapoor,,Urban,,,,,,,0,,,0.039,,,,,1,209659,15.12,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Retail,1265103,0.224,0.319,86137,636,3326,0.671,3126315,1,304353,10
Kabir Singh,,Rural,,,,,,,0,,,0.097,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,Retail,46451769,0.138,0.532,124081,825,12006,0.3,22947026,1,2774773,3
Rahul Yadav,,Urban,,,,,,,0,,,0.005,,,,,1,4314509,13.5,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Trading,21695115,0.057,0.268,62306,645,309,0.39,36636674,1,5625107,4
Suresh Gupta,,Rural,,,,,,,0,,,0.188,,,,,1,9146629,13.36,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Retail,48349414,0.242,0.997,75479,678,14153,0.863,30336586,1,9905903,10
Meera Khan,,Metro,,,,,,,0,,,0.121,,,,,1,7938779,13.64,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,5,Retail,48199189,0.192,0.602,76235,677,9187,0.756,33643583,1,9198759,2
Kabir Yadav,,Metro,,,,,,,0,,,0.239,,,,,1,7748136,11.76,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,5,MSME,42723968,0.275,0.676,109436,774,26193,0.186,4057459,1,8807696,2
Meera Singh,,Urban,,,,,,,0,,,0.119,,,,,1,3188604,13.51,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Manufacturing,15075220,0.192,0.254,67618,702,8039,0.486,47574536,1,4011641,3
Kabir Patel,,Metro,,,,,,,0,,,0.12,,,,,1,3358097,11.65,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,MSME,19562338,0.301,0.8,76976,795,9235,0.126,41924592,1,3848579,5
Kunal Yadav,,Urban,,,,,,,0,,,0.297,,,,,1,6806482,13.42,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,5,IT,42631265,0.202,0.368,85197,680,25327,0.533,40254516,1,8323226,3
Ravi Patel,,Metro,,,,,,,0,,,0.019,,,,,1,3733547,14.34,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,Trading,16187639,0.205,0.918,74665,737,1438,0.696,41149190,1,4818571,10
Kiran Khan,,Metro,,,,,,,0,,,0.361,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Retail,8889891,0.309,0.364,58839,670,21250,0.207,46635525,1,2126307,4
Mohit Verma,,Rural,,,,,,,0,,,0.341,,,,,1,3621147,13.04,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Manufacturing,28061662,0.153,0.353,74852,849,25517,0.36,27212698,1,4505958,4
Sarthak Verma,,Metro,,,,,,,0,,,0.267,,,,,1,8521557,13.35,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,IT,46839661,0.064,0.229,96841,649,25868,0.458,10014101,1,10625542,3
Yash Yadav,,Rural,,,,,,,0,,,0.237,,,,,1,4003701,15.01,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Trading,34953475,0.029,0.578,44337,739,10521,0.928,30839180,1,5148913,4
Amit Khan,,Rural,,,,,,,0,,,0.357,,,,,1,2399465,15.19,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,IT,28718028,0.269,0.652,73324,758,26171,0.994,37144075,1,3079114,5
Ritika Verma,,Urban,,,,,,,0,,,0.074,,,,,1,823064,12.64,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Manufacturing,5310236,0.225,0.253,52497,745,3892,0.14,36895870,1,1057868,7
Sarthak Khan,,Urban,,,,,,,0,,,0.032,,,,,1,7460018,13.81,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,IT,30942858,0.252,0.82,99876,709,3155,0.785,26072451,1,8727295,7
Suresh Khan,,Urban,,,,,,,0,,,0.096,,,,,1,11752110,12.9,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,IT,49507666,0.09,0.563,31920,712,3058,0.435,3422936,1,13975266,5
Meera Sharma,,Rural,,,,,,,0,,,0.318,,,,,1,737607,14.04,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,IT,7434159,0.065,0.62,56027,723,17807,0.453,18555647,1,1007153,10
Kabir Kapoor,,Metro,,,,,,,0,,,0.014,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,IT,26157318,0.025,0.553,79430,711,1102,0.779,46038330,1,4758523,7
Suresh Jain,,Urban,,,,,,,0,,,0.233,,,,,1,3675127,14.65,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Trading,43929967,0.136,0.521,109138,778,25443,0.927,29222445,1,4520788,7
Sana Reddy,,Urban,,,,,,,0,,,0.398,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Service,37168047,0.215,0.648,68356,853,27218,0.956,26916597,1,11109818,2
Ritika Jain,,Metro,,,,,,,0,,,0.342,,,,,1,7751942,14.36,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Manufacturing,35002279,0.149,0.324,56120,687,19209,0.619,13442676,1,10335455,1
Mohit Khan,,Metro,,,,,,,0,,,0.209,,,,,1,5575074,13.82,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Service,35272962,0.164,0.346,117029,638,24410,0.421,18422446,1,7491174,3
Vivek Sharma,,Metro,,,,,,,0,,,0.025,,,,,1,3677253,14.42,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Manufacturing,18294812,0.318,0.889,33800,715,860,0.809,44767304,1,4593892,5
Yash Verma,,Urban,,,,,,,0,,,0.333,,,,,1,2816709,12.79,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Service,15032796,0.135,0.957,15030,875,4998,0.326,33323152,1,3439129,4
Anjali Kapoor,,Rural,,,,,,,0,,,0.24,,,,,1,5800513,14.61,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Service,40563377,0.19,0.499,81000,672,19407,0.608,39369351,1,8043294,4
Sana Reddy,,Metro,,,,,,,0,,,0.046,,,,,1,2362371,12.08,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Manufacturing,40600613,0.279,0.417,57449,818,2641,0.423,22717271,1,2571521,7
Ritika Yadav,,Rural,,,,,,,0,,,0.038,,,,,1,6533760,12.88,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Retail,43420080,0.151,0.715,44469,821,1669,0.691,31512361,1,7107480,7
Meera Kapoor,,Urban,,,,,,,0,,,0.364,,,,,1,8256862,12.69,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,Manufacturing,45705407,0.225,0.527,87709,687,31913,0.316,12419180,1,9995616,10
Amit Yadav,,Rural,,,,,,,0,,,0.268,,,,,1,4334678,13.16,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Trading,25811449,0.305,0.22,76095,754,20369,0.272,35273042,1,5662591,3
Aaditya Khan,,Urban,,,,,,,0,,,0.332,,,,,1,2571606,15.69,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,MSME,25325057,0.333,0.325,55898,818,18542,0.926,21380067,1,3628591,5
Anjali Jain,,Urban,,,,,,,1,,,0.352,,,,,1,10405075,11.47,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Manufacturing,40015611,0.069,0.773,37992,697,13358,0.192,22127276,1,11421376,3
Meera Jain,,Metro,,,,,,,0,,,0.229,,,,,1,2642998,12.86,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,MSME,32673215,0.326,0.727,91811,708,20998,0.555,32466116,1,3000684,3
Yash Khan,,Rural,,,,,,,0,,,0.207,,,,,1,4866293,13.01,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Service,35247360,0.182,0.222,86255,685,17853,0.299,46814031,1,6171455,3
Meera Reddy,,Metro,,,,,,,0,,,0.172,,,,,1,7597301,11.85,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Retail,39891737,0.105,0.378,67521,659,11625,0.135,3200317,1,8884727,3
Aaditya Jain,,Rural,,,,,,,0,,,0.127,,,,,1,8526481,11.86,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Manufacturing,44555264,0.172,0.385,116166,681,14727,0.132,41237162,1,9993031,4
Priya Patel,,Rural,,,,,,,0,,,0.174,,,,,1,2737738,13.28,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Service,17230760,0.343,0.738,43248,647,7518,0.258,14619156,1,3655674,7
Shruti Yadav,,Metro,,,,,,,0,,,0.31,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,IT,19091356,0.183,0.216,31862,722,9863,0.88,22195973,1,2268474,2
Meera Sharma,,Metro,,,,,,,0,,,0.241,,,,,1,319047,14.11,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,IT,5152106,0.128,0.283,52702,674,12689,0.354,1095666,1,458803,5
Kunal Singh,,Urban,,,,,,,0,,,0.357,,,,,1,4764258,15.04,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Manufacturing,29124867,0.229,0.84,68860,734,24584,0.955,15052304,1,6086663,4
Neha Verma,,Metro,,,,,,,0,,,0.177,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,Manufacturing,2279143,0.099,0.343,76083,627,13493,0.623,25131562,1,455431,3
Vivek Patel,,Rural,,,,,,,0,,,0.243,,,,,1,1790477,13.46,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Service,23547102,0.045,0.722,63969,740,15534,0.493,2808804,1,2233184,4
Ritika Sharma,,Metro,,,,,,,0,,,0.253,,,,,1,4775179,14.15,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,Retail,27360909,0.063,0.391,78801,770,19899,0.622,24554786,1,6191357,3
Kunal Khan,,Metro,,,,,,,0,,,0.237,,,,,1,1670120,14.75,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,Retail,14683792,0.062,0.28,38712,600,9162,0.565,46355531,1,2405102,5
Sarthak Yadav,,Rural,,,,,,,0,,,0.281,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Retail,29746246,0.07,0.395,106094,742,29818,0.783,5269661,1,6453155,4
Ritika Jain,,Urban,,,,,,,0,,,0.095,,,,,1,394532,13.49,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Trading,2009762,0.066,0.778,67946,794,6453,0.354,38222036,1,521215,3
Kabir Patel,,Rural,,,,,,,0,,,0.205,,,,,1,154280,14.15,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,MSME,2348735,0.231,0.885,97932,647,20071,0.418,20483553,1,217099,2
Suresh Verma,,Metro,,,,,,,0,,,0.042,,,,,1,2063478,13.58,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Service,41218728,0.08,0.864,78568,820,3275,0.905,32758686,1,2258218,4
Vivek Reddy,,Urban,,,,,,,0,,,0.154,,,,,1,3062197,16.03,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,MSME,18329437,0.134,0.518,81419,745,12523,0.952,13011830,1,4486600,10
Shruti Reddy,,Urban,,,,,,,0,,,0.195,,,,,1,1040554,15.14,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Retail,6789495,0.316,0.734,84244,678,16433,0.903,7974613,1,1374359,3
Shruti Khan,,Urban,,,,,,,0,,,0.261,,,,,1,4778648,13.37,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Service,26351041,0.176,0.364,81193,717,21182,0.478,8023131,1,5926610,5
Suresh Sharma,,Urban,,,,,,,0,,,0.38,,,,,1,7800707,14.62,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Retail,38614681,0.24,0.435,86068,753,32724,0.802,3524597,1,10022006,5
Sana Patel,,Urban,,,,,,,1,,,0.24,,,,,1,1983504,14.51,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Service,11183141,0.077,0.917,103229,725,24802,0.529,9282335,1,2803644,10
Vivek Gupta,,Metro,,,,,,,0,,,0.297,,,,,1,6820732,14.14,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,MSME,31333079,0.083,0.21,74913,752,22282,0.548,33210969,1,9093801,7
Rahul Yadav,,Metro,,,,,,,0,,,0.203,,,,,1,601736,13.93,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Service,4724700,0.033,0.268,87725,665,17765,0.284,44084531,1,869268,5
Kunal Khan,,Urban,,,,,,,0,,,0.254,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,Retail,3058245,0.076,0.366,67757,730,17186,0.632,40706284,1,526397,5
Yash Singh,,Metro,,,,,,,0,,,0.028,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Service,26802054,0.112,0.221,106003,635,3008,0.268,34256715,1,4032953,7
Amit Yadav,,Urban,,,,,,,0,,,0.102,,,,,1,1999310,12.9,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Manufacturing,27261439,0.078,0.345,53090,713,5402,0.398,5521593,1,2410532,4
Ritika Sharma,,Metro,,,,,,,0,,,0.145,,,,,1,5045018,14.46,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Trading,32052780,0.049,0.666,115024,666,16649,0.87,14459372,1,6191052,3
Kunal Jain,,Urban,,,,,,,0,,,0.189,,,,,1,3468333,12.88,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,Service,36441521,0.06,0.537,68996,676,13040,0.286,15490344,1,4345765,1
Ravi Singh,,Urban,,,,,,,0,,,0.018,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,Service,48804678,0.172,0.914,34231,794,625,0.164,12497847,1,13681263,7
Rohan Patel,,Metro,,,,,,,0,,,0.056,,,,,1,4407111,11.85,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Service,26056867,0.088,0.854,73203,785,4100,0.162,25750283,1,5101875,7
Ritika Yadav,,Metro,,,,,,,0,,,0.111,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Service,16486345,0.14,0.473,52974,757,5866,0.947,26777691,1,3267759,2
Ritika Gupta,,Metro,,,,,,,0,,,0.389,,,,,1,4407437,13.7,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Manufacturing,39861717,0.186,0.408,91016,654,35370,0.556,17844299,1,5530062,5
Ritika Kapoor,,Urban,,,,,,,0,,,0.133,,,,,1,645375,14.04,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,IT,13906196,0.248,0.504,53684,701,7115,0.468,17689458,1,876053,4
Vivek Patel,,Rural,,,,,,,0,,,0.193,,,,,1,1036388,14.44,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Retail,22229085,0.033,0.672,58845,793,11346,0.83,41427780,1,1287863,2
Ritika Khan,,Metro,,,,,,,0,,,0.078,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,IT,4383591,0.284,0.414,22761,729,1785,0.852,39464642,1,683112,10
Ravi Khan,,Urban,,,,,,,0,,,0.244,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Trading,1754862,0.227,0.699,58692,859,14339,0.399,15389792,1,124843,3
Sarthak Khan,,Metro,,,,,,,0,,,0.112,,,,,1,8285091,13.64,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Trading,48151097,0.047,0.528,15000,744,1684,0.724,45689422,1,9712642,2
Ritika Gupta,,Urban,,,,,,,0,,,0.083,,,,,1,9503446,13.99,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Service,41881016,0.308,0.642,30402,732,2517,0.794,47640751,1,11318062,5
Ravi Patel,,Rural,,,,,,,0,,,0.207,,,,,1,7487003,14.15,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Service,34950723,0.324,0.549,89010,701,18392,0.689,16337127,1,9462164,5
Anjali Reddy,,Metro,,,,,,,0,,,0.002,,,,,1,3705614,12.39,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Manufacturing,20743171,0.04,0.436,89645,728,197,0.236,17721247,1,4454831,1
Anjali Reddy,,Urban,,,,,,,0,,,0.003,,,,,1,711549,15.04,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,IT,9078069,0.111,0.959,80636,711,247,0.888,25281708,1,933298,5
Meera Reddy,,Metro,,,,,,,1,,,0.088,,,,,1,1715397,13.92,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Retail,8243634,0.286,0.811,45826,762,4016,0.585,47056041,1,2190739,4
Yash Sharma,,Metro,,,,,,,0,,,0.015,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Service,12887023,0.267,0.312,68807,777,1011,0.354,43815972,1,3499128,2
Rohan Reddy,,Metro,,,,,,,0,,,0.043,,,,,1,2273130,13.17,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Retail,27686720,0.081,0.895,69910,673,3021,0.483,5128398,1,2745509,3
Anjali Patel,,Metro,,,,,,,0,,,0.136,,,,,1,6691807,12.44,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Manufacturing,35872498,0.089,0.59,41041,640,5563,0.134,19636537,1,8406954,5
Meera Kapoor,,Urban,,,,,,,0,,,0.321,,,,,1,3431527,12.14,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Service,33179770,0.142,0.916,107585,610,34538,0.215,27668559,1,4035652,3
Sarthak Reddy,,Metro,,,,,,,0,,,0.229,,,,,1,2787157,14.62,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Manufacturing,14356728,0.18,0.84,91934,750,21036,0.789,25156624,1,3598659,10
Amit Gupta,,Urban,,,,,,,0,,,0.205,,,,,1,12592798,11.49,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,IT,47765831,0.224,0.54,64476,654,13222,0.1,9693153,1,14296766,7
Amit Reddy,,Metro,,,,,,,0,,,0.117,,,,,1,1600018,13.91,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Retail,37025897,0.142,0.218,70672,591,8297,0.475,42940839,1,2129230,10
Suresh Verma,,Metro,,,,,,,0,,,0.373,,,,,1,6146542,13.69,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,5,Manufacturing,27940526,0.173,0.415,75210,743,28031,0.57,33847039,1,7665245,3
Kiran Jain,,Urban,,,,,,,0,,,0.159,,,,,1,5340287,12.01,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,Service,30780177,0.267,0.633,18957,870,3010,0.149,41895419,1,6330178,10
Anjali Patel,,Rural,,,,,,,0,,,0.035,,,,,1,5196944,14.6,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Manufacturing,21270203,0.032,0.707,63821,720,2223,0.976,42938214,1,6239522,4
Ritika Patel,,Metro,,,,,,,0,,,0.247,,,,,1,1482037,13.93,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,Retail,12762684,0.103,0.406,52950,770,13069,0.304,37417793,1,2121827,3
Suresh Singh,,Rural,,,,,,,0,,,0.046,,,,,1,3670895,13.39,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,IT,18120648,0.255,0.311,44959,725,2047,0.374,21960530,1,4744837,2
Sarthak Reddy,,Urban,,,,,,,0,,,0.138,,,,,1,2223026,12.21,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Manufacturing,38013382,0.315,0.868,62972,714,8696,0.374,30527338,1,2493621,2
Vivek Patel,,Urban,,,,,,,0,,,0.203,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Trading,1212478,0.189,0.988,114942,775,23329,0.307,8018270,1,162254,5
Rahul Khan,,Urban,,,,,,,0,,,0.35,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Manufacturing,6245596,0.196,0.621,86021,703,30081,0.101,33682271,1,416919,4
Meera Reddy,,Metro,,,,,,,0,,,0.197,,,,,1,588633,15.05,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Retail,2777131,0.055,0.337,55721,736,11000,0.756,8962663,1,816020,3
Anjali Verma,,Metro,,,,,,,0,,,0.281,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,IT,2516076,0.168,0.418,84315,739,23684,0.97,34697480,1,639696,5
Yash Gupta,,Urban,,,,,,,0,,,0.397,,,,,1,9050773,12.88,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Retail,42845299,0.196,0.215,104984,680,41692,0.302,11479908,1,11274177,3
Yash Verma,,Metro,,,,,,,0,,,0.053,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Manufacturing,35331064,0.1,0.931,93116,780,4897,0.697,5877565,1,10051381,5
Ritika Patel,,Rural,,,,,,,0,,,0.11,,,,,1,1221523,15.15,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Retail,23971605,0.109,0.294,71491,710,7856,0.768,8264225,1,1708597,4
Suresh Patel,,Metro,,,,,,,0,,,0.158,,,,,1,550120,15.56,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Retail,5342791,0.145,0.661,53827,675,8496,0.864,99607,0,782181,7
Ravi Sharma,,Metro,,,,,,,0,,,0.169,,,,,1,1286370,13.8,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Trading,24834986,0.027,0.419,87456,752,14757,0.48,35936981,1,1682787,7
Shruti Verma,,Urban,,,,,,,0,,,0.164,,,,,1,1869507,13.51,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Retail,23936853,0.126,0.643,79837,666,13126,0.373,36620052,1,2458274,4
Rahul Khan,,Metro,,,,,,,1,,,0.363,,,,,1,726781,13.72,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,IT,9073493,0.09,0.721,92380,722,33538,0.393,25746667,1,973962,4
Ritika Jain,,Urban,,,,,,,0,,,0.286,,,,,1,3146193,13.66,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Trading,21975657,0.128,0.864,85879,719,24528,0.741,8068140,1,3676018,4
Mohit Verma,,Urban,,,,,,,0,,,0.243,,,,,1,1623275,15.65,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Service,20225984,0.06,0.365,96239,785,23402,0.835,4177717,1,2369283,7
Sana Patel,,Rural,,,,,,,0,,,0.124,,,,,1,1771964,13.19,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,MSME,30984580,0.314,0.209,56619,748,7007,0.263,956448,1,2331420,3
Sarthak Singh,,Urban,,,,,,,0,,,0.33,,,,,1,2396333,13.13,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Retail,31937136,0.216,0.31,102935,718,33919,0.434,8287409,1,2934153,3
Meera Khan,,Urban,,,,,,,0,,,0.382,,,,,1,187897,14.84,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,MSME,2742548,0.244,0.92,74940,769,28629,0.912,44542777,1,238105,2
Shruti Kapoor,,Urban,,,,,,,0,,,0.328,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Manufacturing,19043324,0.28,0.899,121882,803,40036,0.826,12076842,1,5584820,4
Vivek Gupta,,Rural,,,,,,,1,,,0.001,,,,,1,5895330,15.15,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,IT,31480066,0.184,0.678,52770,753,33,0.986,17713566,1,7549648,4
Yash Gupta,,Metro,,,,,,,0,,,0.255,,,,,1,6274065,13.88,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Service,25405245,0.049,0.68,113399,721,28867,0.779,5267274,1,7416817,7
Sarthak Sharma,,Metro,,,,,,,0,,,0.02,,,,,1,6275702,12.21,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Retail,42896247,0.197,0.732,74948,641,1533,0.454,11118065,1,6860616,3
Meera Gupta,,Metro,,,,,,,0,,,0.103,,,,,1,3149243,13.94,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Service,33105335,0.214,0.34,53715,656,5535,0.632,25961229,1,3959137,4
Priya Yadav,,Metro,,,,,,,0,,,0.024,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,IT,8565254,0.266,0.932,57903,702,1379,0.695,30387634,1,2137659,7
Sarthak Yadav,,Urban,,,,,,,0,,,0.242,,,,,1,383183,13.22,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,Manufacturing,3993153,0.162,0.535,61991,683,14972,0.171,12267616,1,525353,7
Ritika Gupta,,Urban,,,,,,,1,,,0.275,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,Manufacturing,32299754,0.062,0.507,80604,709,22137,0.59,2886608,1,4032490,4
Mohit Khan,,Urban,,,,,,,0,,,0.046,,,,,1,144107,14.86,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,IT,1812310,0.114,0.615,83071,723,3804,0.738,19551643,1,195959,4
Rohan Kapoor,,Metro,,,,,,,0,,,0.154,,,,,1,2024810,12.42,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,IT,29495891,0.14,0.238,55657,752,8545,0.251,11710169,1,2431044,3
Aaditya Gupta,,Urban,,,,,,,0,,,0.182,,,,,1,4495547,14.03,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,MSME,47041397,0.233,0.333,69391,716,12663,0.803,10977696,1,5368165,10
Kiran Jain,,Metro,,,,,,,0,,,0.148,,,,,1,3216246,13.88,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,IT,28985972,0.208,0.79,123557,749,18240,0.625,47993140,1,4024121,2
Neha Sharma,,Urban,,,,,,,0,,,0.048,,,,,1,3299510,15.21,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,MSME,19714411,0.138,0.266,113189,724,5479,0.957,30815024,1,4307570,10
